county,state_code,state,tax_burden,medianage,cost_of_living_rank,elementary_school_rating,middle_school_rating,high_school_rating,daily_cases,percentage_fully_vaccinated,risk_index,risk
Rabun County,GA,Georgia,7.91,37.0,35.0,5,2,6,3673.0,46.1,1.0,Medium
Racine County,WI,Wisconsin,8.89,40.0,17.0,8,6,3,56444.0,60.699999999999996,2.0,High
Rains County,TX,Texas,8.19,35.0,30.0,7,10,1,1834.0,37.0,1.0,Medium
Ralls County,MO,Missouri,7.75,39.0,39.0,8,2,5,2455.0,28.4,4.0,Unknown
Ramsey County,MN,Minnesota,9.99,38.0,6.0,4,6,10,124568.0,71.7,2.0,High
Randolph County,AL,Alabama,7.45,39.0,40.0,8,6,5,5078.0,32.800000000000004,1.0,Medium
Randolph County,AR,Arkansas,8.8,38.0,20.0,5,5,3,5182.0,40.6,1.0,Medium
Randolph County,GA,Georgia,7.91,37.0,35.0,6,10,6,1485.0,46.300000000000004,1.0,Medium
Randolph County,IL,Illinois,9.52,38.0,9.0,2,8,1,10470.0,52.400000000000006,1.0,Medium
Randolph County,NC,North Carolina,8.07,39.0,34.0,7,6,4,35412.0,44.0,1.0,Medium
Rankin County,MS,Mississippi,8.99,38.0,15.0,1,2,2,36541.0,51.300000000000004,1.0,Medium
Rappahannock County,VA,Virginia,7.86,38.0,37.0,3,8,5,1009.0,60.699999999999996,3.0,Critical
Ray County,MO,Missouri,7.75,39.0,39.0,7,8,7,5147.0,39.800000000000004,4.0,Unknown
Real County,TX,Texas,8.19,35.0,30.0,1,2,6,798.0,50.2,1.0,Medium
Red Lake County,MN,Minnesota,9.99,38.0,6.0,1,7,3,936.0,56.39999999999999,2.0,High
Red River County,TX,Texas,8.19,35.0,30.0,9,9,5,2294.0,41.4,2.0,High
Redwood County,MN,Minnesota,9.99,38.0,6.0,9,7,1,3911.0,54.300000000000004,2.0,High
Refugio County,TX,Texas,8.19,35.0,30.0,2,4,5,1765.0,54.0,2.0,High
Rensselaer County,NY,New York,12.79,39.0,1.0,2,2,2,31836.0,70.5,3.0,Critical
Renville County,MN,Minnesota,9.99,38.0,6.0,9,1,9,3736.0,54.900000000000006,1.0,Medium
Reynolds County,MO,Missouri,7.75,39.0,39.0,10,1,8,1158.0,27.1,4.0,Unknown
Rhea County,TN,Tennessee,5.74,39.0,49.0,5,6,9,9979.0,43.0,1.0,Medium
Rice County,MN,Minnesota,9.99,38.0,6.0,9,9,7,17929.0,63.0,1.0,Medium
Rich County,UT,Utah,8.29,31.0,27.0,9,8,4,338.0,52.1,0.0,Low
Richland County,OH,Ohio,8.96,39.0,16.0,7,8,5,31551.0,44.0,1.0,Medium
Richland County,WI,Wisconsin,8.89,40.0,17.0,3,1,6,3862.0,58.8,1.0,Medium
Richmond City County,VA,Virginia,7.86,38.0,37.0,3,7,1,,,,
Richmond County,GA,Georgia,7.91,37.0,35.0,6,6,8,50105.0,49.5,1.0,Medium
Richmond County,NC,North Carolina,8.07,39.0,34.0,8,7,8,12746.0,48.0,0.0,Low
Richmond County,NY,New York,12.79,39.0,1.0,4,1,7,164787.0,74.0,3.0,Critical
Rio Arriba County,NM,New Mexico,8.19,38.0,30.0,10,6,6,9793.0,68.7,1.0,Medium
Rio Blanco County,CO,Colorado,8.31,37.0,26.0,10,4,8,1676.0,38.6,2.0,High
Ripley County,IN,Indiana,8.15,38.0,33.0,7,8,1,8289.0,48.1,2.0,High
Ripley County,MO,Missouri,7.75,39.0,39.0,10,2,3,2690.0,29.4,4.0,Unknown
Riverside County,CA,California,9.48,37.0,10.0,8,9,7,620002.0,58.5,1.0,Medium
Roane County,TN,Tennessee,5.74,39.0,49.0,8,1,4,15782.0,44.4,0.0,Low
Robertson County,KY,Kentucky,8.58,39.0,22.0,7,4,6,639.0,38.5,3.0,Critical
Robertson County,TN,Tennessee,5.74,39.0,49.0,6,5,6,21534.0,52.300000000000004,1.0,Medium
Robertson County,TX,Texas,8.19,35.0,30.0,1,2,9,4529.0,44.6,0.0,Low
Rock County,MN,Minnesota,9.99,38.0,6.0,1,3,3,2331.0,53.900000000000006,1.0,Medium
Rock County,WI,Wisconsin,8.89,40.0,17.0,8,6,4,43054.0,69.19999999999999,2.0,High
Rockcastle County,KY,Kentucky,8.58,39.0,22.0,1,10,7,5042.0,40.400000000000006,1.0,Medium
Rockdale County,GA,Georgia,7.91,37.0,35.0,5,1,5,18526.0,50.6,2.0,High
Rockingham County,NC,North Carolina,8.07,39.0,34.0,3,2,10,21955.0,50.9,1.0,Medium
Rockingham County,NH,New Hampshire,6.84,43.0,46.0,5,6,4,67463.0,,2.0,High
Rockland County,NY,New York,12.79,39.0,1.0,7,6,1,93194.0,64.0,3.0,Critical
Rockwall County,TX,Texas,8.19,35.0,30.0,1,8,5,26567.0,58.5,1.0,Medium
Roger Mills County,OK,Oklahoma,7.13,37.0,44.0,3,4,2,881.0,36.7,3.0,Critical
Rogers County,OK,Oklahoma,7.13,37.0,44.0,3,2,9,25387.0,46.7,0.0,Low
Roseau County,MN,Minnesota,9.99,38.0,6.0,1,10,6,4468.0,51.5,1.0,Medium
Ross County,OH,Ohio,8.96,39.0,16.0,1,6,10,19247.0,50.5,1.0,Medium
Routt County,CO,Colorado,8.31,37.0,26.0,5,7,8,6437.0,75.6,2.0,High
Rowan County,KY,Kentucky,8.58,39.0,22.0,7,1,10,6659.0,52.2,2.0,High
Rowan County,NC,North Carolina,8.07,39.0,34.0,3,8,5,41081.0,43.8,1.0,Medium
Runnels County,TX,Texas,8.19,35.0,30.0,2,4,8,2310.0,44.4,3.0,Critical
Rush County,IN,Indiana,8.15,38.0,33.0,3,6,2,4835.0,46.9,0.0,Low
Rusk County,TX,Texas,8.19,35.0,30.0,6,3,5,10797.0,39.0,2.0,High
Rusk County,WI,Wisconsin,8.89,40.0,17.0,9,3,2,3418.0,41.199999999999996,2.0,High
Rutherford County,NC,North Carolina,8.07,39.0,34.0,3,2,10,17446.0,41.9,1.0,Medium
Rutherford County,TN,Tennessee,5.74,39.0,49.0,6,5,3,95710.0,54.2,1.0,Medium
Rutland County,VT,Vermont,10.75,43.0,3.0,5,7,1,12632.0,77.4,3.0,Critical
Sabine County,TX,Texas,8.19,35.0,30.0,4,2,6,1242.0,37.0,1.0,Medium
Sacramento County,CA,California,9.48,37.0,10.0,4,9,10,305497.0,67.4,2.0,High
Sagadahoc County,ME,Maine,10.5,45.0,4.0,9,10,3,5173.0,77.3,3.0,Critical
Saginaw County,MI,Michigan,8.34,40.0,24.0,5,4,4,50386.0,53.0,1.0,Medium
Saguache County,CO,Colorado,8.31,37.0,26.0,4,3,6,1187.0,35.8,2.0,High
Salem County,NJ,New Jersey,9.98,40.0,7.0,2,1,3,14354.0,55.50000000000001,1.0,Medium
Saline County,AR,Arkansas,8.8,38.0,20.0,6,5,9,30863.0,50.5,1.0,Medium
Saline County,NE,Nebraska,9.01,37.0,14.0,4,5,7,3800.0,52.800000000000004,2.0,High
Salt Lake County,UT,Utah,8.29,31.0,27.0,10,8,8,341980.0,69.89999999999999,2.0,High
San Augustine County,TX,Texas,8.19,35.0,30.0,4,1,2,1066.0,40.6,0.0,Low
San Benito County,CA,California,9.48,37.0,10.0,1,3,9,13448.0,72.0,1.0,Medium
San Bernardino County,CA,California,9.48,37.0,10.0,6,1,4,589219.0,56.699999999999996,2.0,High
San Diego County,CA,California,9.48,37.0,10.0,6,8,2,808110.0,79.3,1.0,Medium
San Francisco County,CA,California,9.48,37.0,10.0,3,4,6,135447.0,83.39999999999999,2.0,High
San Jacinto County,TX,Texas,8.19,35.0,30.0,5,6,10,5539.0,34.5,1.0,Medium
San Joaquin County,CA,California,9.48,37.0,10.0,9,2,5,175961.0,61.199999999999996,1.0,Medium
San Juan County,UT,Utah,8.29,31.0,27.0,6,7,6,3981.0,64.9,1.0,Medium
San Juan County,WA,Washington,8.34,38.0,24.0,9,4,8,1215.0,81.6,1.0,Medium
San Luis Obispo County,CA,California,9.48,37.0,10.0,2,8,9,56515.0,63.9,1.0,Medium
San Mateo County,CA,California,9.48,37.0,10.0,8,3,6,129753.0,84.2,2.0,High
San Miguel County,NM,New Mexico,8.19,38.0,30.0,6,4,7,5861.0,60.9,2.0,High
San Saba County,TX,Texas,8.19,35.0,30.0,2,10,4,1238.0,39.300000000000004,0.0,Low
Sandusky County,OH,Ohio,8.96,39.0,16.0,6,7,9,13901.0,52.7,1.0,Medium
Sanilac County,MI,Michigan,8.34,40.0,24.0,2,3,7,8684.0,42.6,2.0,High
Sanpete County,UT,Utah,8.29,31.0,27.0,1,2,1,8354.0,41.0,0.0,Low
Santa Barbara County,CA,California,9.48,37.0,10.0,6,10,2,90889.0,69.0,2.0,High
Santa Clara County,CA,California,9.48,37.0,10.0,2,9,9,327856.0,85.39999999999999,2.0,High
Santa Cruz County,AZ,Arizona,8.19,38.0,30.0,9,9,9,16652.0,,2.0,High
Santa Cruz County,CA,California,9.48,37.0,10.0,8,1,1,50036.0,75.1,2.0,High
Santa Fe County,NM,New Mexico,8.19,38.0,30.0,7,6,5,28698.0,71.8,1.0,Medium
Santa Rosa County,FL,Florida,6.97,42.0,45.0,10,7,3,48324.0,54.1,1.0,Medium
Sarasota County,FL,Florida,6.97,42.0,45.0,6,3,9,89512.0,69.6,2.0,High
Saratoga County,NY,New York,12.79,39.0,1.0,10,5,10,46763.0,79.2,3.0,Critical
Sarpy County,NE,Nebraska,9.01,37.0,14.0,3,2,10,49776.0,66.0,0.0,Low
Sauk County,WI,Wisconsin,8.89,40.0,17.0,4,9,5,15899.0,63.6,1.0,Medium
Saunders County,NE,Nebraska,9.01,37.0,14.0,9,4,10,5025.0,52.5,0.0,Low
Sawyer County,WI,Wisconsin,8.89,40.0,17.0,2,8,10,4560.0,60.0,1.0,Medium
Schenectady County,NY,New York,12.79,39.0,1.0,3,1,8,33306.0,72.89999999999999,2.0,High
Schleicher County,TX,Texas,8.19,35.0,30.0,3,1,9,525.0,42.5,2.0,High
Schley County,GA,Georgia,7.91,37.0,35.0,8,4,2,1167.0,34.8,2.0,High
Schoharie County,NY,New York,12.79,39.0,1.0,2,5,7,5065.0,56.89999999999999,2.0,High
Schuylkill County,PA,Pennsylvania,8.46,41.0,23.0,10,3,3,34461.0,58.5,1.0,Medium
Scioto County,OH,Ohio,8.96,39.0,16.0,10,10,6,20639.0,49.4,1.0,Medium
Scott County,AR,Arkansas,8.8,38.0,20.0,8,8,9,2293.0,48.0,1.0,Medium
Scott County,IN,Indiana,8.15,38.0,33.0,9,9,1,7858.0,43.9,1.0,Medium
Scott County,KY,Kentucky,8.58,39.0,22.0,2,1,10,17160.0,55.7,3.0,Critical
Scott County,MN,Minnesota,9.99,38.0,6.0,1,2,7,40234.0,69.6,1.0,Medium
Scott County,MO,Missouri,7.75,39.0,39.0,9,1,9,11109.0,43.6,4.0,Unknown
Scott County,MS,Mississippi,8.99,38.0,15.0,3,6,1,6528.0,50.2,2.0,High
Scott County,TN,Tennessee,5.74,39.0,49.0,4,9,3,9037.0,36.7,1.0,Medium
Screven County,GA,Georgia,7.91,37.0,35.0,4,7,4,2651.0,48.199999999999996,2.0,High
Searcy County,AR,Arkansas,8.8,38.0,20.0,4,2,8,2104.0,38.9,1.0,Medium
Sebastian County,AR,Arkansas,8.8,38.0,20.0,9,6,6,32707.0,49.6,1.0,Medium
Sedgwick County,CO,Colorado,8.31,37.0,26.0,6,5,9,483.0,52.5,1.0,Medium
Seminole County,FL,Florida,6.97,42.0,45.0,2,7,4,103512.0,61.9,1.0,Medium
Seminole County,GA,Georgia,7.91,37.0,35.0,9,5,10,2172.0,45.5,1.0,Medium
Seminole County,OK,Oklahoma,7.13,37.0,44.0,6,4,2,6120.0,52.5,1.0,Medium
Seneca County,NY,New York,12.79,39.0,1.0,3,8,9,6085.0,53.6,3.0,Critical
Seneca County,OH,Ohio,8.96,39.0,16.0,7,9,10,12750.0,48.9,2.0,High
Sequoyah County,OK,Oklahoma,7.13,37.0,44.0,2,5,3,10622.0,40.300000000000004,1.0,Medium
Sevier County,AR,Arkansas,8.8,38.0,20.0,9,3,8,5927.0,45.6,0.0,Low
Sevier County,TN,Tennessee,5.74,39.0,49.0,7,9,10,30295.0,50.3,1.0,Medium
Sevier County,UT,Utah,8.29,31.0,27.0,3,1,7,5438.0,43.9,2.0,High
Seward County,NE,Nebraska,9.01,37.0,14.0,10,6,9,3373.0,50.2,0.0,Low
Shackelford County,TX,Texas,8.19,35.0,30.0,8,4,6,677.0,37.6,1.0,Medium
Sharkey County,MS,Mississippi,8.99,38.0,15.0,9,5,8,952.0,55.50000000000001,0.0,Low
Sharp County,AR,Arkansas,8.8,38.0,20.0,5,6,9,4632.0,38.800000000000004,1.0,Medium
Shawano County,WI,Wisconsin,8.89,40.0,17.0,10,2,8,11649.0,53.6,1.0,Medium
Sheboygan County,WI,Wisconsin,8.89,40.0,17.0,1,6,2,32508.0,62.4,1.0,Medium
Shelby County,AL,Alabama,7.45,39.0,40.0,5,5,10,60695.0,36.199999999999996,1.0,Medium
Shelby County,IN,Indiana,8.15,38.0,33.0,7,9,6,13593.0,57.8,1.0,Medium
Shelby County,KY,Kentucky,8.58,39.0,22.0,8,6,2,13271.0,46.800000000000004,1.0,Medium
Shelby County,OH,Ohio,8.96,39.0,16.0,10,10,5,11059.0,36.0,2.0,High
Shelby County,TN,Tennessee,5.74,39.0,49.0,5,5,9,238093.0,55.400000000000006,1.0,Medium
Shelby County,TX,Texas,8.19,35.0,30.0,5,10,1,4462.0,36.199999999999996,1.0,Medium
Shenandoah County,VA,Virginia,7.86,38.0,37.0,5,6,7,10806.0,56.00000000000001,1.0,Medium
Sherburne County,MN,Minnesota,9.99,38.0,6.0,7,4,7,27258.0,46.1,1.0,Medium
Sherman County,OR,Oregon,8.29,39.0,27.0,8,6,10,318.0,57.8,1.0,Medium
Shiawassee County,MI,Michigan,8.34,40.0,24.0,10,6,5,17792.0,51.300000000000004,1.0,Medium
Shoshone County,ID,Idaho,7.88,36.0,36.0,9,2,10,2734.0,43.0,1.0,Medium
Sibley County,MN,Minnesota,9.99,38.0,6.0,4,1,9,3519.0,49.2,1.0,Medium
Simpson County,MS,Mississippi,8.99,38.0,15.0,1,10,8,7000.0,45.1,1.0,Medium
Skagit County,WA,Washington,8.34,38.0,24.0,10,5,1,22121.0,67.2,1.0,Medium
Skamania County,WA,Washington,8.34,38.0,24.0,7,10,2,1503.0,38.6,1.0,Medium
Smith County,MS,Mississippi,8.99,38.0,15.0,10,2,8,4111.0,34.2,2.0,High
Smith County,TN,Tennessee,5.74,39.0,49.0,3,2,5,6161.0,33.1,0.0,Low
Smith County,TX,Texas,8.19,35.0,30.0,3,9,10,45427.0,46.0,1.0,Medium
Snohomish County,WA,Washington,8.34,38.0,24.0,6,7,6,152102.0,70.7,2.0,High
Socorro County,NM,New Mexico,8.19,38.0,30.0,7,8,10,3794.0,57.8,1.0,Medium
Solano County,CA,California,9.48,37.0,10.0,2,5,10,87439.0,66.8,1.0,Medium
Somerset County,ME,Maine,10.5,45.0,4.0,9,4,2,9767.0,60.6,3.0,Critical
Somerset County,NJ,New Jersey,9.98,40.0,7.0,7,7,2,68461.0,76.0,2.0,High
Somerset County,PA,Pennsylvania,8.46,41.0,23.0,8,6,5,18716.0,47.099999999999994,1.0,Medium
Somervell County,TX,Texas,8.19,35.0,30.0,8,3,2,2110.0,45.7,1.0,Medium
Sonoma County,CA,California,9.48,37.0,10.0,4,5,1,86731.0,78.2,2.0,High
Southampton County,VA,Virginia,7.86,38.0,37.0,6,9,9,3343.0,52.7,2.0,High
Spalding County,GA,Georgia,7.91,37.0,35.0,7,5,10,15861.0,40.400000000000006,1.0,Medium
Spartanburg County,SC,South Carolina,7.45,39.0,40.0,6,1,2,94883.0,43.7,1.0,Medium
Spencer County,KY,Kentucky,8.58,39.0,22.0,3,9,2,5323.0,30.0,2.0,High
Spokane County,WA,Washington,8.34,38.0,24.0,2,3,1,124264.0,61.199999999999996,1.0,Medium
Spotsylvania County,VA,Virginia,7.86,38.0,37.0,5,1,7,26955.0,58.8,2.0,High
St. Bernard Parish,LA,Louisiana,8.82,37.0,19.0,8,3,1,11241.0,49.0,2.0,High
St. Charles County,MO,Missouri,7.75,39.0,39.0,3,2,8,101663.0,61.199999999999996,4.0,Unknown
St. Charles Parish,LA,Louisiana,8.82,37.0,19.0,6,1,7,13812.0,56.8,1.0,Medium
St. Clair County,AL,Alabama,7.45,39.0,40.0,6,7,8,25252.0,39.1,1.0,Medium
St. Clair County,IL,Illinois,9.52,38.0,9.0,4,6,7,69474.0,63.2,1.0,Medium
St. Clair County,MI,Michigan,8.34,40.0,24.0,6,1,8,40707.0,49.7,1.0,Medium
St. Croix County,WI,Wisconsin,8.89,40.0,17.0,2,2,10,24775.0,50.2,2.0,High
St. Francis County,AR,Arkansas,8.8,38.0,20.0,8,5,1,7144.0,50.3,0.0,Low
St. Francois County,MO,Missouri,7.75,39.0,39.0,7,6,6,19070.0,43.5,4.0,Unknown
St. Helena Parish,LA,Louisiana,8.82,37.0,19.0,8,4,7,1912.0,31.5,0.0,Low
St. James Parish,LA,Louisiana,8.82,37.0,19.0,9,6,8,5776.0,51.800000000000004,0.0,Low
St. John the Baptist Parish,LA,Louisiana,8.82,37.0,19.0,2,7,1,10519.0,59.8,1.0,Medium
St. Johns County,FL,Florida,6.97,42.0,45.0,8,4,3,62440.0,70.19999999999999,2.0,High
St. Joseph County,MI,Michigan,8.34,40.0,24.0,2,4,9,13692.0,45.2,2.0,High
St. Louis City County,MO,Missouri,7.75,39.0,39.0,5,2,9,,,,
St. Louis County,MO,Missouri,7.75,39.0,39.0,4,10,3,219984.0,63.9,4.0,Unknown
St. Lucie County,FL,Florida,6.97,42.0,45.0,10,10,4,74097.0,58.3,1.0,Medium
St. Mary's County,MD,Maryland,9.32,39.0,12.0,7,8,2,18931.0,66.4,2.0,High
St. Tammany Parish,LA,Louisiana,8.82,37.0,19.0,5,9,2,72116.0,56.699999999999996,2.0,High
Stafford County,VA,Virginia,7.86,38.0,37.0,7,10,3,30373.0,64.0,2.0,High
Stanislaus County,CA,California,9.48,37.0,10.0,2,9,3,136645.0,56.8,0.0,Low
Stanly County,NC,North Carolina,8.07,39.0,34.0,3,6,7,19328.0,44.5,1.0,Medium
Stark County,OH,Ohio,8.96,39.0,16.0,2,9,7,79833.0,54.6,1.0,Medium
Starr County,TX,Texas,8.19,35.0,30.0,9,1,7,19861.0,95.0,1.0,Medium
Ste. Genevieve County,MO,Missouri,7.75,39.0,39.0,3,2,2,3655.0,44.9,4.0,Unknown
Stearns County,MN,Minnesota,9.99,38.0,6.0,3,1,5,50829.0,58.9,2.0,High
Steele County,MN,Minnesota,9.99,38.0,6.0,10,9,6,10392.0,60.8,2.0,High
Stephens County,GA,Georgia,7.91,37.0,35.0,10,7,8,6314.0,41.099999999999994,2.0,High
Stephens County,OK,Oklahoma,7.13,37.0,44.0,8,3,1,10966.0,47.5,0.0,Low
Stephens County,TX,Texas,8.19,35.0,30.0,5,7,3,1837.0,37.0,1.0,Medium
Stephenson County,IL,Illinois,9.52,38.0,9.0,6,5,9,11489.0,60.9,1.0,Medium
Steuben County,NY,New York,12.79,39.0,1.0,6,2,4,20115.0,59.9,2.0,High
Stevens County,MN,Minnesota,9.99,38.0,6.0,6,10,10,2630.0,57.9,1.0,Medium
Stevens County,WA,Washington,8.34,38.0,24.0,2,4,10,8122.0,39.2,1.0,Medium
Stewart County,TN,Tennessee,5.74,39.0,49.0,6,10,2,3287.0,44.3,1.0,Medium
Stoddard County,MO,Missouri,7.75,39.0,39.0,5,9,3,6103.0,39.7,4.0,Unknown
Stokes County,NC,North Carolina,8.07,39.0,34.0,2,10,6,11196.0,47.199999999999996,1.0,Medium
Stone County,AR,Arkansas,8.8,38.0,20.0,2,1,2,2912.0,36.3,1.0,Medium
Stone County,MS,Mississippi,8.99,38.0,15.0,3,5,3,5398.0,45.9,0.0,Low
Stonewall County,TX,Texas,8.19,35.0,30.0,8,6,4,357.0,40.400000000000006,2.0,High
Storey County,NV,Nevada,8.23,38.0,29.0,3,4,6,134.0,22.400000000000002,2.0,High
Story County,IA,Iowa,9.26,38.0,13.0,2,1,10,19779.0,63.1,1.0,Medium
Strafford County,NH,New Hampshire,6.84,43.0,46.0,4,3,10,29475.0,,3.0,Critical
Suffolk,VA,Virginia,7.86,38.0,37.0,2,4,10,,,,
Suffolk County,MA,Massachusetts,8.77,40.0,21.0,1,4,7,214356.0,73.2,3.0,Critical
Suffolk County,NY,New York,12.79,39.0,1.0,2,1,3,429977.0,75.6,2.0,High
Sullivan County,NH,New Hampshire,6.84,43.0,46.0,3,4,10,9296.0,,2.0,High
Sullivan County,NY,New York,12.79,39.0,1.0,8,10,5,18554.0,60.699999999999996,2.0,High
Sullivan County,TN,Tennessee,5.74,39.0,49.0,10,6,10,45821.0,56.39999999999999,1.0,Medium
Summit County,CO,Colorado,8.31,37.0,26.0,6,6,3,9842.0,84.6,2.0,High
Summit County,OH,Ohio,8.96,39.0,16.0,8,9,2,112473.0,63.2,2.0,High
Summit County,UT,Utah,8.29,31.0,27.0,4,9,3,13526.0,88.2,1.0,Medium
Sumner County,TN,Tennessee,5.74,39.0,49.0,6,7,6,53161.0,48.199999999999996,1.0,Medium
Sumter County,FL,Florida,6.97,42.0,45.0,6,3,10,21732.0,79.9,1.0,Medium
Sumter County,GA,Georgia,7.91,37.0,35.0,7,5,9,6833.0,51.800000000000004,1.0,Medium
Sumter County,SC,South Carolina,7.45,39.0,40.0,1,5,9,27811.0,56.8,1.0,Medium
Sunflower County,MS,Mississippi,8.99,38.0,15.0,3,4,5,5768.0,53.2,1.0,Medium
Surry County,NC,North Carolina,8.07,39.0,34.0,7,9,8,21002.0,50.0,1.0,Medium
Surry County,VA,Virginia,7.86,38.0,37.0,1,5,4,1092.0,61.9,3.0,Critical
Susquehanna County,PA,Pennsylvania,8.46,41.0,23.0,2,4,6,7878.0,41.5,2.0,High
Sussex County,NJ,New Jersey,9.98,40.0,7.0,5,1,8,34133.0,62.8,2.0,High
Sussex County,VA,Virginia,7.86,38.0,37.0,1,7,7,2424.0,50.1,1.0,Medium
Sutter County,CA,California,9.48,37.0,10.0,7,1,4,22768.0,60.3,1.0,Medium
Swain County,NC,North Carolina,8.07,39.0,34.0,1,4,3,3520.0,56.89999999999999,1.0,Medium
Swift County,MN,Minnesota,9.99,38.0,6.0,9,1,1,2288.0,57.8,1.0,Medium
Switzerland County,IN,Indiana,8.15,38.0,33.0,4,8,6,2311.0,31.0,0.0,Low
Talbot County,MD,Maryland,9.32,39.0,12.0,3,8,1,5580.0,73.4,2.0,High
Taliaferro County,GA,Georgia,7.91,37.0,35.0,9,1,6,266.0,50.7,0.0,Low
Talladega County,AL,Alabama,7.45,39.0,40.0,6,10,9,22298.0,36.5,1.0,Medium
Tallahatchie County,MS,Mississippi,8.99,38.0,15.0,2,3,5,3192.0,41.5,2.0,High
Tangipahoa Parish,LA,Louisiana,8.82,37.0,19.0,5,1,5,34684.0,46.400000000000006,1.0,Medium
Tarrant County,TX,Texas,8.19,35.0,30.0,2,3,1,566096.0,56.39999999999999,1.0,Medium
Tate County,MS,Mississippi,8.99,38.0,15.0,8,9,1,7346.0,44.9,2.0,High
Tattnall County,GA,Georgia,7.91,37.0,35.0,4,10,1,5092.0,32.9,1.0,Medium
Taylor County,FL,Florida,6.97,42.0,45.0,2,1,9,6994.0,40.1,0.0,Low
Taylor County,GA,Georgia,7.91,37.0,35.0,10,1,6,1983.0,45.6,1.0,Medium
Taylor County,TX,Texas,8.19,35.0,30.0,5,7,3,34353.0,51.0,3.0,Critical
Taylor County,WI,Wisconsin,8.89,40.0,17.0,6,1,1,4831.0,35.5,2.0,High
Telfair County,GA,Georgia,7.91,37.0,35.0,10,7,2,3077.0,29.099999999999998,2.0,High
Teller County,CO,Colorado,8.31,37.0,26.0,1,3,4,4826.0,54.1,2.0,High
Terrell County,GA,Georgia,7.91,37.0,35.0,6,1,1,2041.0,58.099999999999994,0.0,Low
Texas County,MO,Missouri,7.75,39.0,39.0,10,1,5,4719.0,32.7,4.0,Unknown
Texas County,OK,Oklahoma,7.13,37.0,44.0,1,3,3,5993.0,44.5,1.0,Medium
Thayer County,NE,Nebraska,9.01,37.0,14.0,2,3,4,1110.0,47.9,0.0,Low
Thomas County,GA,Georgia,7.91,37.0,35.0,6,8,7,12058.0,48.9,1.0,Medium
Throckmorton County,TX,Texas,8.19,35.0,30.0,9,6,6,269.0,41.199999999999996,0.0,Low
Thurston County,WA,Washington,8.34,38.0,24.0,7,6,3,47027.0,69.19999999999999,2.0,High
Tift County,GA,Georgia,7.91,37.0,35.0,2,6,5,11555.0,40.300000000000004,1.0,Medium
Tillamook County,OR,Oregon,8.29,39.0,27.0,8,9,9,3684.0,64.4,2.0,High
Tillman County,OK,Oklahoma,7.13,37.0,44.0,8,10,3,1525.0,49.9,1.0,Medium
Tippah County,MS,Mississippi,8.99,38.0,15.0,6,2,2,7344.0,41.9,1.0,Medium
Tipton County,IN,Indiana,8.15,38.0,33.0,3,1,6,3522.0,45.1,1.0,Medium
Tipton County,TN,Tennessee,5.74,39.0,49.0,1,4,3,17609.0,40.5,1.0,Medium
Tishomingo County,MS,Mississippi,8.99,38.0,15.0,9,8,5,6155.0,38.5,1.0,Medium
Titus County,TX,Texas,8.19,35.0,30.0,9,2,3,8632.0,39.1,1.0,Medium
Todd County,MN,Minnesota,9.99,38.0,6.0,1,8,1,6775.0,42.9,1.0,Medium
Tolland County,CT,Connecticut,10.44,41.0,5.0,3,6,10,20732.0,66.9,2.0,High
Tooele County,UT,Utah,8.29,31.0,27.0,6,5,8,21387.0,58.8,1.0,Medium
Toombs County,GA,Georgia,7.91,37.0,35.0,10,6,10,7086.0,41.9,1.0,Medium
Towns County,GA,Georgia,7.91,37.0,35.0,2,4,6,2394.0,48.6,0.0,Low
Transylvania County,NC,North Carolina,8.07,39.0,34.0,9,5,7,6132.0,55.400000000000006,2.0,High
Traverse County,MN,Minnesota,9.99,38.0,6.0,1,6,6,854.0,63.6,2.0,High
Travis County,TX,Texas,8.19,35.0,30.0,1,5,1,222701.0,70.0,1.0,Medium
Trempealeau County,WI,Wisconsin,8.89,40.0,17.0,4,5,4,8396.0,66.10000000000001,1.0,Medium
Treutlen County,GA,Georgia,7.91,37.0,35.0,9,7,7,1633.0,35.099999999999994,1.0,Medium
Trinity County,TX,Texas,8.19,35.0,30.0,4,6,10,2610.0,39.5,5.0,Extreme
Troup County,GA,Georgia,7.91,37.0,35.0,10,5,8,15437.0,36.9,2.0,High
Trousdale County,TN,Tennessee,5.74,39.0,49.0,3,6,5,4228.0,36.9,2.0,High
Trumbull County,OH,Ohio,8.96,39.0,16.0,6,2,3,41604.0,54.800000000000004,1.0,Medium
Tulsa County,OK,Oklahoma,7.13,37.0,44.0,2,1,3,170681.0,61.6,1.0,Medium
Tunica County,MS,Mississippi,8.99,38.0,15.0,1,2,1,2539.0,51.9,2.0,High
Turner County,GA,Georgia,7.91,37.0,35.0,7,10,8,2546.0,49.7,1.0,Medium
Tuscarawas County,OH,Ohio,8.96,39.0,16.0,4,2,9,20587.0,44.3,0.0,Low
Tuscola County,MI,Michigan,8.34,40.0,24.0,8,5,8,13196.0,46.0,0.0,Low
Twiggs County,GA,Georgia,7.91,37.0,35.0,2,2,7,1534.0,53.900000000000006,1.0,Medium
Twin Falls County,ID,Idaho,7.88,36.0,36.0,10,3,9,24031.0,50.2,1.0,Medium
Tyler County,TX,Texas,8.19,35.0,30.0,5,5,3,3387.0,36.5,1.0,Medium
Uintah County,UT,Utah,8.29,31.0,27.0,7,7,3,8030.0,43.3,2.0,High
